time_ms,seq,accountnumber,ageoldestrecord,agenewestrecord,recentupdate,srcsconfirmidaddrcount,creditbureaurecord,verificationfailure,ssnnotfound,ssnfoundother,verifiedname,verifiedssn,verifiedphone,verifiedaddress,verifieddob,ageriskindicator,subjectssncount,subjectaddrcount,subjectphonecount,subjectssnrecentcount,subjectaddrrecentcount,subjectphonerecentcount,ssnidentitiescount,ssnaddrcount,ssnidentitiesrecentcount,ssnaddrrecentcount,inputaddrphonecount,inputaddrphonerecentcount,phoneidentitiescount,phoneidentitiesrecentcount,phoneother,ssnlastnamecount,subjectlastnamecount,lastnamechangeage,lastnamechangecount01,lastnamechangecount03,lastnamechangecount06,lastnamechangecount12,lastnamechangecount24,lastnamechangecount60,sfduaddridentitiescount,sfduaddrssncount,ssnagedeceased,ssnrecent,ssnlowissueage,ssnhighissueage,ssnissuestate,ssnnonus,ssn3years,ssnafter5,ssnproblems,relativescount,relativesbankruptcycount,relativesfelonycount,relativespropownedcount,relativespropownedtaxtotal,relativesdistanceclosest,inputaddrageoldestrecord,inputaddragenewestrecord,inputaddrhistoricalmatch,inputaddrlenofres,inputaddrdwelltype,inputaddrdelivery,inputaddrapplicantowned,inputaddrfamilyowned,inputaddroccupantowned,inputaddragelastsale,inputaddrlastsalesprice,inputaddrmortgagetype,inputaddrnotprimaryres,inputaddractivephonelist,inputaddrtaxvalue,inputaddrtaxyr,inputaddrtaxmarketvalue,inputaddravmvalue,inputaddravmvalue12,inputaddravmvalue60,inputaddrcountyindex,inputaddrtractindex,inputaddrblockindex,inputaddrmedianincome,inputaddrmedianvalue,inputaddrmurderindex,inputaddrcartheftindex,inputaddrburglaryindex,inputaddrcrimeindex,inputaddrmobilityindex,inputaddrvacantpropcount,inputaddrbusinesscount,inputaddrsinglefamilycount,inputaddrmultifamilycount,curraddrageoldestrecord,curraddragenewestrecord,curraddrlenofres,curraddrdwelltype,curraddrapplicantowned,curraddrfamilyowned,curraddroccupantowned,curraddragelastsale,curraddrlastsalesprice,curraddrmortgagetype,curraddractivephonelist,curraddrtaxvalue,curraddrtaxyr,curraddrtaxmarketvalue,curraddravmvalue,curraddravmvalue12,curraddravmvalue60,curraddrcountyindex,curraddrtractindex,curraddrblockindex,curraddrmedianincome,curraddrmedianvalue,curraddrmurderindex,curraddrcartheftindex,curraddrburglaryindex,curraddrcrimeindex,prevaddrageoldestrecord,prevaddragenewestrecord,prevaddrlenofres,prevaddrdwelltype,prevaddrapplicantowned,prevaddrfamilyowned,prevaddroccupantowned,prevaddragelastsale,prevaddrlastsalesprice,prevaddrtaxvalue,prevaddrtaxyr,prevaddrtaxmarketvalue,prevaddravmvalue,prevaddrcountyindex,prevaddrtractindex,prevaddrblockindex,prevaddrmedianincome,prevaddrmedianvalue,prevaddrmurderindex,prevaddrcartheftindex,prevaddrburglaryindex,prevaddrcrimeindex,addrmostrecentdistance,addrmostrecentstatediff,addrmostrecenttaxdiff,addrmostrecentmoveage,addrmostrecentincomediff,addrmostrecentvaluediff,addrmostrecentcrimediff,addrrecentecontrajectory,addrrecentecontrajectoryindex,educationattendedcollege,educationprogram2yr,educationprogram4yr,educationprogramgraduate,educationinstitutionprivate,educationinstitutionrating,educationfieldofstudytype,addrstability,statusmostrecent,statusprevious,statusnextprevious,addrchangecount01,addrchangecount03,addrchangecount06,addrchangecount12,addrchangecount24,addrchangecount60,estimatedannualincome,assetowner,propertyowner,propownedcount,propownedtaxtotal,propownedhistoricalcount,propageoldestpurchase,propagenewestpurchase,propagenewestsale,propnewestsaleprice,propnewestsalepurchaseindex,proppurchasedcount01,proppurchasedcount03,proppurchasedcount06,proppurchasedcount12,proppurchasedcount24,proppurchasedcount60,propsoldcount01,propsoldcount03,propsoldcount06,propsoldcount12,propsoldcount24,propsoldcount60,watercraftowner,watercraftcount,watercraftcount01,watercraftcount03,watercraftcount06,watercraftcount12,watercraftcount24,watercraftcount60,aircraftowner,aircraftcount,aircraftcount01,aircraftcount03,aircraftcount06,aircraftcount12,aircraftcount24,aircraftcount60,wealthindex,businessactiveassociation,businessinactiveassociation,businessassociationage,businesstitle,businessinputaddrcount,derogseverityindex,derogcount,derogrecentcount,derogage,felonycount,felonyage,felonycount01,felonycount03,felonycount06,felonycount12,felonycount24,felonycount60,arrestcount,arrestage,arrestcount01,arrestcount03,arrestcount06,arrestcount12,arrestcount24,arrestcount60,liencount,lienfiledcount,lienfiledtotal,lienfiledage,lienfiledcount01,lienfiledcount03,lienfiledcount06,lienfiledcount12,lienfiledcount24,lienfiledcount60,lienreleasedcount,lienreleasedtotal,lienreleasedage,lienreleasedcount01,lienreleasedcount03,lienreleasedcount06,lienreleasedcount12,lienreleasedcount24,lienreleasedcount60,bankruptcycount,bankruptcyage,bankruptcytype,bankruptcystatus,bankruptcycount01,bankruptcycount03,bankruptcycount06,bankruptcycount12,bankruptcycount24,bankruptcycount60,evictioncount,evictionage,evictioncount01,evictioncount03,evictioncount06,evictioncount12,evictioncount24,evictioncount60,accidentcount,accidentage,recentactivityindex,nonderogcount,nonderogcount01,nonderogcount03,nonderogcount06,nonderogcount12,nonderogcount24,nonderogcount60,voterregistrationrecord,profliccount,proflicage,proflictypecategory,proflicexpired,profliccount01,profliccount03,profliccount06,profliccount12,profliccount24,profliccount60,prsearchlocatecount,prsearchlocatecount01,prsearchlocatecount03,prsearchlocatecount06,prsearchlocatecount12,prsearchlocatecount24,prsearchpersonalfinancecount,prsearchpersonalfinancecount01,prsearchpersonalfinancecount03,prsearchpersonalfinancecount06,prsearchpersonalfinancecount12,prsearchpersonalfinancecount24,prsearchothercount,prsearchothercount01,prsearchothercount03,prsearchothercount06,prsearchothercount12,prsearchothercount24,prsearchidentityssns,prsearchidentityaddrs,prsearchidentityphones,prsearchssnidentities,prsearchaddridentities,prsearchphoneidentities,subprimeofferrequestcount,subprimeofferrequestcount01,subprimeofferrequestcount03,subprimeofferrequestcount06,subprimeofferrequestcount12,subprimeofferrequestcount24,subprimeofferrequestcount60,inputphonemobile,inputphonetype,inputphoneservicetype,inputareacodechange,phoneedaageoldestrecord,phoneedaagenewestrecord,phoneotherageoldestrecord,phoneotheragenewestrecord,inputphonehighrisk,inputphoneproblems,onlinedirectory,inputaddrsiccode,inputaddrvalidation,inputaddrerrorcode,inputaddrhighrisk,curraddrcorrectional,prevaddrcorrectional,historicaladdrcorrectional,inputaddrproblems,donotmail,identityrisklevel,idverrisklevel,idveraddressassoccount,idverssncreditbureaucount,idverssncreditbureaudelete,sourcerisklevel,sourcewatchlist,sourceorderactivity,sourceordersourcecount,sourceorderagelastorder,variationrisklevel,variationidentitycount,variationmsourcesssncount,variationmsourcesssnunrelcount,variationdobcount,variationdobcountnew,searchvelocityrisklevel,searchunverifiedssncountyear,searchunverifiedaddrcountyear,searchunverifieddobcountyear,searchunverifiedphonecountyear,assocrisklevel,assocsuspicousidentitiescount,assoccreditbureauonlycount,assoccreditbureauonlycountnew,assoccreditbureauonlycountmonth,assochighrisktopologycount,validationrisklevel,correlationrisklevel,divrisklevel,divssnidentitymsourcecount,divssnidentitymsourceurelcount,divssnlnamecountnew,divssnaddrmsourcecount,divaddridentitycount,divaddridentitycountnew,divaddridentitymsourcecount,divaddrsuspidentitycountnew,divaddrssncount,divaddrssncountnew,divaddrssnmsourcecount,divsearchaddrsuspidentitycount,searchcomponentrisklevel,searchssnsearchcount,searchaddrsearchcount,searchphonesearchcount,componentcharrisklevel,errorcode,historydate,did,fnamepop,lnamepop,addrpop,ssnlength,dobpop,emailpop,ipaddrpop,hphnpop
2379,760,760,356,1,1,3,1,0,0,0,3,2,0,1,-1,21,2,22,0,0,1,0,2,11,0,0,1,0,0,0,-1,0,4,137,0,0,0,0,0,0,29,23,-1,0,465,429,WI,0,0,0,0,58,9,15,10,530239,0,240,1,1,239,S,-1,1,0,0,23,-1,3,1,1,32000,2017,31937,35934,35571,32284,0.27,0.99,1.01,29418,75083,163,189,156,160,0.3,108,31,255,95,4,1,3,P,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,105622,239623,38,18,24,14,240,1,239,S,1,0,0,23,0,32000,2017,31937,35934,0.27,0.99,1.01,29418,75083,163,189,156,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,R,O,U,0,0,1,2,3,7,37000,1,1,1,31937,1,546,546,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,0,5,12,0,35,4,53,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,8,4,10492,35,0,0,0,0,0,1,4,16107,127,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,10,4,4,4,4,5,7,1,0,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,-1,222,36,128,85,0,0,1,-1,V,10.2,0,0,0,1,0,0,1,2,7,3,0,4,0,0,0,-1,6,1,2,2,1,1,6,0,0,0,0,9,7,1,0,0,15,1,5,1,2,1,0,7,29,0,21,0,23,0,21,0,1,4,33,1,4,,999999,2185326007,1,1,1,0,0,0,0,1
1971,765,765,274,1,1,2,1,0,0,0,3,2,0,1,-1,21,4,22,0,0,0,0,4,24,0,0,0,0,0,0,-1,1,12,28,0,0,0,0,0,1,45,31,-1,0,441,429,CO,0,0,0,0,13,5,1,5,1625088,0,73,42,1,31,S,-1,0,0,1,54,-1,-1,1,0,235029,2018,235029,0,0,0,0,0,0,97750,176923,90,141,52,108,0.3,15,2,255,64,6,1,5,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,63415,147674,140,131,120,133,16,1,15,S,1,0,0,18,0,316489,2018,316489,0,0,0,0,38000,225000,138,136,102,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,R,O,-1,0,0,0,0,1,3,86000,1,1,1,316489,2,18,18,112,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-1,-1,5,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,2,11,3,3,3,3,4,6,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,2,0,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,10,-1,149,149,131,130,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,2,0,3,0,4,0,0,0,-1,1,1,3,3,1,0,7,0,0,0,0,2,1,0,0,0,1,1,9,1,2,2,0,20,45,0,34,0,31,0,29,0,1,5,14,4,5,,999999,42658577812,1,1,1,0,0,0,0,1
577,770,770,59,27,0,0,1,0,0,0,3,2,0,0,-1,21,1,2,0,0,0,0,1,2,0,0,6,0,0,0,-1,0,3,60,0,0,0,0,0,3,0,0,-1,0,99,-1,IL,0,0,0,0,0,0,0,0,-1,-1,59,27,1,32,H,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,63364,155995,58,58,57,48,0.4,66,181,255,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,2,33000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,4,1,0,0,0,0,0,1,0,0,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,1,-1,V,10.2,0,-1,-1,0,0,0,4,6,0,1,0,8,0,0,0,-1,-1,1,1,1,1,0,6,0,0,0,0,1,0,0,0,0,0,1,9,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,2,1,8,,999999,1.92E+11,1,1,1,0,0,0,0,1
949,775,775,260,1,1,3,1,0,0,0,3,2,-1,1,-1,21,1,9,0,0,1,0,1,8,0,1,1,0,0,0,-1,0,2,314,0,0,0,0,0,0,33,27,-1,0,526,514,PR,0,0,0,0,14,1,0,2,-1,0,80,1,1,79,S,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,14394,0,86,157,120,101,0.4,2,17,69,142,3,1,2,S,0,0,1,5,225000,-1,0,212000,2019,0,192500,210125,149675,0.47,0.71,0.7,41563,309783,70,173,132,87,80,1,79,S,0,0,0,-1,-1,0,-1,0,0,0,0,0,14394,0,86,157,120,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4,U,U,U,0,0,1,1,1,2,36000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,8,2,9,3,3,3,3,4,6,1,0,-1,-1,-1,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,225,149,122,22,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,3,2,3,0,4,0,0,0,-1,1,1,1,1,1,1,6,0,0,0,0,2,2,0,0,0,0,1,7,1,1,1,0,8,33,0,25,0,27,0,22,0,1,1,7,-1,5,,999999,2459298069,1,1,1,0,0,0,0,0
1753,780,780,399,1,1,8,1,0,0,0,3,2,0,1,-1,21,2,11,0,0,0,0,1,13,0,0,0,0,0,0,-1,0,8,226,0,0,0,0,0,0,58,47,-1,0,563,551,HI,0,0,0,0,27,6,0,6,2406138,0,391,1,2,390,S,-1,0,1,0,118,-1,-1,0,0,793200,2018,793200,820875,795208,0,1.09,1.04,1.04,39726,391379,54,93,71,48,0.2,11,16,139,255,391,1,390,S,0,1,0,118,0,-1,0,793200,2018,793200,820875,795208,0,1.09,1.04,1.04,39726,391379,54,93,71,48,307,37,270,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,74824,589588,71,99,53,78,6,0,-1,307,-35098,-198209,-30,AA,6,0,-1,-1,-1,-1,-1,-1,6,O,U,O,0,0,0,0,0,0,110000,1,1,2,564900,2,309,52,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,8,4,4,4,4,4,5,1,0,-1,-1,-1,0,0,0,0,0,0,5,0,0,0,0,0,64,0,1,1,4,4,14,0,0,0,1,4,2,1,3,1,1,0,1,0,0,0,0,0,0,0,6,0,-1,-1,-1,151,38,0,5,1,-1,V,10.2,0,0,0,0,0,0,1,2,3,3,0,4,0,0,0,-1,4,1,2,2,2,0,7,1,0,0,3,3,3,0,0,0,0,1,4,1,1,1,0,11,58,0,39,0,47,0,33,0,1,75,1,0,3,,999999,72481174,1,1,1,9,0,0,0,1
2164,785,785,277,1,1,3,1,0,0,0,3,2,-1,0,-1,21,1,9,0,0,0,0,1,8,0,0,0,0,0,0,-1,0,1,274,0,0,0,0,0,0,37,29,-1,0,344,319,TX,0,0,0,0,16,1,1,9,538439,0,61,34,1,27,S,-1,0,0,1,79,-1,-1,1,0,25389,2018,25389,18636,14315,0,0.3,0.5,0.49,13885,36161,174,171,198,171,0.4,117,145,255,79,30,1,29,S,0,0,1,41,0,-1,0,53964,2018,53964,50733,47599,0,0.82,0.75,1.01,20413,54186,177,175,198,171,109,1,108,S,0,1,1,134,0,60796,2018,60796,0,0,0,0,47536,76667,183,179,130,183,109,0,-35407,109,-33651,-40506,-12,FF,1,0,-1,-1,-1,-1,-1,-1,5,U,O,-1,0,0,0,0,0,3,22000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,2,5,3,3,3,3,3,3,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,6,0,3,0,8,0,0,0,-1,1,1,1,1,1,0,1,0,0,0,0,3,2,0,0,0,1,1,9,1,1,1,0,7,37,0,27,0,29,0,23,0,1,3,4,-1,4,,999999,2032697248,1,1,1,0,0,0,0,0
3398,790,790,293,1,1,2,1,0,0,0,3,2,0,1,-1,21,2,15,0,0,1,0,3,14,0,1,0,0,0,0,-1,0,9,87,0,0,0,0,0,0,13,11,-1,0,563,551,TX,0,0,0,0,12,3,0,7,1387952,0,97,1,1,96,S,-1,1,0,0,-1,-1,-1,1,0,9367,2018,9367,0,0,0,0,0,0,78416,158741,21,16,67,25,0.5,255,21,255,2,15,1,14,S,1,0,0,16,0,-1,0,31552,2018,31552,25130,22754,18597,0.14,0.13,0.13,86919,187390,21,22,85,23,97,1,96,S,1,0,0,-1,-1,9367,2018,9367,0,0,0,0,78416,158741,21,16,67,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,O,O,R,0,1,1,1,2,2,69000,1,1,2,40919,2,16,16,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,-1,-1,5,3,5,0,123,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,5,4,5342,123,0,0,0,0,0,0,1,0,123,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,143,3,11,2,3,3,5,5,6,1,0,-1,-1,-1,0,0,0,0,0,0,16,0,0,1,4,5,43,1,1,7,10,10,13,0,0,3,3,3,1,2,3,1,2,1,2,0,0,0,0,0,0,0,0,1,-1,127,107,137,10,0,0,1,-1,V,14.3,0,0,0,0,0,0,1,2,1,3,0,2,0,0,0,-1,4,1,2,2,1,1,9,0,0,0,3,1,0,0,0,0,0,1,5,1,2,2,0,14,13,0,10,0,11,0,10,0,4,65,68,7,5,,999999,1975164797,1,1,1,0,0,0,0,1
4685,795,795,381,1,1,2,1,0,0,0,3,2,-1,1,-1,21,1,12,0,0,0,0,2,9,0,0,0,0,0,0,-1,0,2,255,0,0,0,0,0,0,11,11,-1,0,490,478,CA,0,0,0,0,7,1,0,3,322223,0,258,1,1,257,S,-1,0,1,0,138,-1,-1,1,0,76700,2017,230123,253546,241201,277612,0.87,1.02,1.07,100463,275568,64,78,21,58,0.2,6,3,255,0,42,1,41,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,34750,138550,68,114,128,54,258,1,257,S,0,1,0,138,0,76700,2017,230123,253546,0.87,1.02,1.07,100463,275568,64,78,21,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,R,O,U,0,0,0,0,0,1,78000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,160,OFFICE MANAGER,0,3,1,0,53,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1700,53,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,9,3,8,2,2,2,2,3,4,0,0,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,4,0,1,0,0,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,73,4,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,3,3,0,4,0,0,0,-1,1,1,1,1,2,0,2,0,0,0,0,1,1,0,0,0,0,1,5,1,1,1,0,3,11,1,11,0,11,1,11,0,1,2,9,-1,5,,999999,1631806645,1,1,1,0,0,0,0,0
1480,800,800,339,1,1,3,1,0,0,0,3,2,0,1,-1,21,2,20,0,0,0,0,2,23,0,0,0,0,0,0,-1,1,3,19,0,0,0,0,1,1,32,29,-1,0,429,405,CA,0,0,0,0,25,4,0,7,783701,0,339,44,1,295,S,-1,1,0,0,152,-1,-1,1,0,32833,2018,0,670000,580000,355000,0.78,0.91,0.77,71479,482990,34,107,64,48,0.3,12,250,255,129,251,1,250,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,34695,167327,102,115,82,54,19,1,18,S,0,0,0,188,0,52947,2018,0,0,0,0,0,15738,818966,169,170,82,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,R,U,-1,0,0,0,0,1,1,108000,1,1,2,0,2,152,152,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,-1,WAITRESS,1,3,14,0,62,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,13,10,3385,62,0,0,0,0,0,0,3,1826,62,0,0,0,0,0,0,1,203,I,Discharged,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,116,2,8,3,3,3,3,4,5,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,10,-1,207,106,45,45,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,2,0,3,0,4,0,0,0,-1,1,1,1,1,2,0,2,0,0,0,0,6,6,0,0,0,0,1,5,1,2,1,0,17,32,0,26,0,29,0,22,0,1,5,4,4,5,,999999,1585890563,1,1,1,0,0,0,0,1
707,805,805,95,1,1,3,1,0,0,0,3,2,0,0,7,21,1,6,0,0,0,0,2,7,0,0,1,0,0,0,-1,0,2,96,0,0,0,0,0,0,19,16,-1,0,332,319,VA,0,0,0,0,14,3,0,5,706700,0,58,58,1,1,S,-1,0,0,0,39,-1,-1,1,0,285000,2018,285000,304162,299808,221000,1.2,1.05,1.05,99613,402404,94,81,89,160,0.3,229,14,15,0,24,1,23,S,0,0,0,409,64000,-1,0,159600,2018,159600,194397,183053,155000,0.77,1.21,1.05,80867,245253,46,27,99,71,95,1,94,S,0,1,0,75,0,231400,2018,231400,247627,0.97,1.54,1.34,80867,245253,46,27,99,71,2,0,53600,95,18746,157151,89,DC,4,0,-1,-1,-1,-1,-1,-1,5,U,O,-1,0,0,0,0,1,3,93000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,-1,0,4,2,0,73,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,73,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,73,0,0,0,0,0,0,3,48,2,6,3,3,3,5,5,5,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,13,0,3,3,7,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,-1,-1,-1,29,9,0,5,1,-1,V,10.2,0,0,0,0,1,0,1,6,0,3,0,6,0,0,0,-1,1,1,1,1,2,0,6,0,0,0,1,2,2,1,0,0,0,1,9,1,2,1,0,7,19,1,16,0,16,1,14,0,1,11,6,0,3,,999999,1.83E+11,1,1,1,0,1,0,0,1
2747,810,810,315,1,1,6,1,0,0,0,3,2,-1,1,-1,21,2,17,0,0,0,0,4,16,0,0,0,0,0,0,-1,0,1,311,0,0,0,0,0,0,10,8,-1,0,429,405,MS,0,0,0,0,22,8,1,11,1146982,0,110,1,2,109,S,-1,1,0,0,43,-1,3,0,0,5676,2018,56752,0,0,0,0,0,0,50558,64757,126,107,145,133,0.3,163,15,255,6,110,1,109,S,1,0,0,43,0,3,0,5676,2018,56752,0,0,0,0,0,0,50558,64757,126,107,145,133,111,60,51,S,0,0,0,-1,-1,2995,2018,19960,0,0,0,0,20581,61500,168,167,114,164,5,0,2681,111,29977,3257,-31,FF,1,0,-1,-1,-1,-1,-1,-1,6,O,U,U,0,0,0,0,0,0,44000,1,1,1,56752,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,-1,ASST MNGR,4,5,3,0,18,1,18,0,0,0,0,1,1,1,74,0,0,0,0,0,0,1,1,121,145,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,251,I,Discharged,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,9,4,4,4,4,5,6,0,0,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,4,16,0,2,2,2,3,1,1,1,1,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,225,200,139,139,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,2,3,0,3,0,0,0,-1,1,2,1,1,1,0,6,0,0,0,1,4,3,0,0,0,1,1,6,3,3,3,0,13,10,2,10,1,8,2,7,1,1,23,4,-1,5,,999999,1827533709,1,1,1,0,0,0,0,0
